NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,RESIDENT TUITION,RESIDENT TUITION (2014$),NONRESIDENT TUITION,NONRESIDENT TUITION (2014$),PERCENT PAYING FULL TUITION
UNIVERSITY OF NEW MEXICO SCHOOL OF LAW,1947,1948,PUBLIC,2011-2012,"$14,532","$15,294","$32,661","$34,374",73.2%
UNIVERSITY OF NEW MEXICO SCHOOL OF LAW,1947,1948,PUBLIC,2012-2013,"$15,098","$15,568","$33,907","$34,962",60.5%
UNIVERSITY OF NEW MEXICO SCHOOL OF LAW,1947,1948,PUBLIC,2013-2014,"$16,251","$16,515","$34,521","$35,081",52.0%
UNIVERSITY OF NEW MEXICO SCHOOL OF LAW,1947,1948,PUBLIC,2014-2015,"$16,251","$16,251","$34,521","$34,521",N/A
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,1996-1997,"$6,450","$9,735","$9,680","$14,610",N/A
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,1997-1998,"$6,450","$9,513","$9,680","$14,276",N/A
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,1998-1999,"$6,450","$9,367","$9,680","$14,058",N/A
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,1999-2000,"$6,752","$9,596","$9,982","$14,186",N/A
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2000-2001,"$6,752","$9,282","$9,982","$13,723",N/A
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2001-2002,"$6,752","$9,027","$9,382","$12,544",27.8%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2002-2003,"$6,901","$9,083","$10,131","$13,334",32.3%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2003-2004,"$8,731","$11,236","$13,481","$17,349",82.2%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2004-2005,"$8,731","$10,943","$13,481","$16,896",70.4%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2005-2006,"$10,521","$12,754","$16,421","$19,906",61.9%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2006-2007,"$10,562","$12,403","$16,462","$19,332",58.3%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2007-2008,"$10,562","$12,059","$16,462","$18,796",62.6%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2008-2009,"$10,610","$11,666","$16,510","$18,154",70.4%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2009-2010,"$10,612","$11,710","$16,512","$18,221",70.9%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2010-2011,"$11,952","$12,976","$18,732","$20,337",71.2%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2011-2012,"$12,207","$12,847","$19,157","$20,162",86.0%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2012-2013,"$13,802","$14,231","$21,802","$22,480",47.4%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2013-2014,"$14,472","$14,707","$22,912","$23,284",52.6%
CITY UNIVERSITY OF NEW YORK SCHOOL OF LAW,1983,1985,PUBLIC,2014-2015,"$15,193","$15,193","$24,073","$24,073",N/A
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,1996-1997,"$7,350","$11,093","$12,000","$18,112",N/A
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,1997-1998,"$7,350","$10,840","$12,000","$17,698",N/A
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,1998-1999,"$7,850","$11,401","$12,500","$18,154",N/A
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,1999-2000,"$9,400","$13,359","$14,950","$21,247",N/A
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2000-2001,"$9,625","$13,232","$15,175","$20,862",N/A
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2001-2002,"$10,910","$14,587","$16,460","$22,007",46.4%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2002-2003,"$11,540","$15,188","$17,090","$22,492",30.8%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2003-2004,"$12,859","$16,548","$18,559","$23,884",15.6%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2004-2005,"$13,422","$16,822","$19,522","$24,468",24.7%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2005-2006,"$13,484","$16,346","$19,584","$23,740",30.5%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2006-2007,"$13,532","$15,891","$19,632","$23,054",26.2%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2007-2008,"$14,633","$16,707","$21,433","$24,471",36.1%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2008-2009,"$16,555","$18,203","$25,745","$28,308",24.2%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2009-2010,"$17,577","$19,396","$25,827","$28,499",36.5%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2010-2011,"$19,112","$20,749","$30,772","$33,408",57.1%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2011-2012,"$20,718","$21,805","$33,718","$35,486",60.1%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2012-2013,"$22,624","$23,328","$37,114","$38,269",49.3%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2013-2014,"$23,986","$24,375","$40,056","$40,706",40.7%
"THE STATE UNIVERSITY OF NEW YORK, BUFFALO LAW SCHOOL, JOHN LORD O&#8217;BRIAN HALL",1887,1936,PUBLIC,2014-2015,"$26,096","$26,096","$43,986","$43,986",N/A
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,1996-1997,"$1,890","$2,853","$10,842","$16,364",N/A
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,1997-1998,"$2,070","$3,053","$10,997","$16,219",N/A
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,1998-1999,"$2,700","$3,921","$10,997","$15,971",N/A
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,1999-2000,"$2,287","$3,250","$11,391","$16,189",N/A
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2000-2001,"$2,330","$3,203","$11,434","$15,719",N/A
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2001-2002,"$2,412","$3,225","$11,516","$15,397",51.2%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2002-2003,"$3,375","$4,442","$14,753","$19,417",57.2%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2003-2004,"$3,585","$4,614","$15,370","$19,780",61.8%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2004-2005,"$3,891","$4,877","$15,751","$19,741",77.5%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2005-2006,"$4,291","$5,202","$16,151","$19,578",65.1%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2006-2007,"$4,625","$5,431","$16,485","$19,359",69.2%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2007-2008,"$5,709","$6,518","$17,569","$20,060",71.3%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2008-2009,"$6,856","$7,539","$18,956","$20,843",43.5%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2009-2010,"$8,097","$8,935","$20,835","$22,991",48.3%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2010-2011,"$9,961","$10,814","$23,222","$25,211",31.6%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2011-2012,"$10,415","$10,961","$24,343","$25,620",39.6%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2012-2013,"$11,375","$11,729","$25,303","$26,090",31.4%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2013-2014,"$11,708","$11,898","$25,636","$26,052",37.3%
NORTH CAROLINA CENTRAL UNIVERSITY SCHOOL OF LAW,1940,1950,PUBLIC,2014-2015,"$11,708","$11,708","$25,636","$25,636",N/A
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,1996-1997,"$2,717","$4,101","$13,989","$21,114",N/A
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,1997-1998,"$2,881","$4,249","$14,743","$21,743",N/A
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,1998-1999,"$3,169","$4,602","$15,269","$22,175",N/A
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,1999-2000,"$3,602","$5,119","$15,702","$22,316",N/A
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2000-2001,"$5,031","$6,916","$17,131","$23,551",N/A
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2001-2002,"$7,446","$9,955","$19,359","$25,883",40.8%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2002-2003,"$9,966","$13,116","$21,822","$28,720",32.0%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2003-2004,"$10,429","$13,421","$22,397","$28,823",36.4%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2004-2005,"$11,118","$13,935","$23,036","$28,872",27.3%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2005-2006,"$11,981","$14,524","$24,199","$29,334",22.0%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2006-2007,"$12,947","$15,204","$25,365","$29,787",19.4%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2007-2008,"$13,004","$14,848","$25,422","$29,026",21.6%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2008-2009,"$15,045","$16,543","$27,863","$30,637",16.5%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2009-2010,"$16,014","$17,671","$29,332","$32,367",14.6%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2010-2011,"$17,068","$18,530","$31,218","$33,892",13.4%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2011-2012,"$19,012","$20,009","$34,119","$35,908",32.3%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2012-2013,"$21,556","$22,227","$37,066","$38,219",32.3%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2013-2014,"$22,215","$22,575","$38,846","$39,476",12.5%
UNIVERSITY OF NORTH CAROLINA SCHOOL OF LAW,1845,1923,PUBLIC,2014-2015,"$22,560","$22,560","$39,191","$39,191",N/A
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,1996-1997,"$3,948","$5,959","$8,174","$12,337",N/A
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,1997-1998,"$4,097","$6,042","$8,533","$12,585",N/A
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,1998-1999,"$4,250","$6,172","$8,896","$12,920",N/A
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,1999-2000,"$4,376","$6,219","$9,220","$13,103",N/A
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2000-2001,"$4,508","$6,197","$9,558","$13,140",N/A
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2001-2002,"$4,682","$6,260","$9,984","$13,348",24.1%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2002-2003,"$4,826","$6,352","$10,624","$13,982",39.8%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2003-2004,"$5,760","$7,413","$12,516","$16,107",44.0%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2004-2005,"$7,032","$8,814","$14,900","$18,675",46.8%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2005-2006,"$7,602","$9,215","$16,220","$19,662",55.4%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2006-2007,"$8,386","$9,848","$18,038","$21,183",64.4%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2007-2008,"$8,774","$10,018","$18,909","$21,590",67.5%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2008-2009,"$9,210","$10,127","$19,852","$21,828",66.7%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2009-2010,"$9,461","$10,440","$20,476","$22,595",62.3%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2010-2011,"$10,163","$11,034","$22,323","$24,235",68.8%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2011-2012,"$9,895","$10,414","$21,580","$22,712",71.7%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2012-2013,"$10,417","$10,741","$22,394","$23,091",62.7%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2013-2014,"$11,029","$11,208","$23,866","$24,253",61.4%
UNIVERSITY OF NORTH DAKOTA SCHOOL OF LAW,1899,1923,PUBLIC,2014-2015,"$10,925","$10,925","$24,249","$24,249",N/A
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,1996-1997,"$6,894","$10,405","$13,788","$20,810",N/A
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,1997-1998,"$7,104","$10,477","$14,208","$20,954",N/A
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,1998-1999,"$7,391","$10,734","$14,782","$21,468",N/A
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,1999-2000,"$7,826","$11,122","$15,522","$22,060",N/A
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2000-2001,"$8,313","$11,428","$16,470","$22,643",N/A
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2001-2002,"$9,048","$12,097","$17,948","$23,996",67.5%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2002-2003,"$10,543","$13,876","$20,924","$27,538",67.9%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2003-2004,"$11,648","$14,990","$23,075","$29,695",69.9%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2004-2005,"$13,052","$16,359","$17,969","$22,521",60.3%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2005-2006,"$13,988","$16,956","$19,209","$23,285",60.9%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2006-2007,"$14,982","$17,594","$20,525","$24,103",64.2%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2007-2008,"$16,478","$18,814","$22,608","$25,813",54.3%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2008-2009,"$16,478","$18,118","$22,608","$24,859",54.5%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2009-2010,"$16,764","$18,499","$22,996","$25,375",63.3%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2010-2011,"$18,200","$19,759","$24,976","$27,115",63.6%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2011-2012,"$19,864","$20,906","$27,204","$28,631",57.2%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2012-2013,"$21,749","$22,426","$29,816","$30,743",66.7%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2013-2014,"$23,816","$24,202","$32,692","$33,222",51.5%
"CLEVELAND STATE UNIVERSITY, CLEVELAND-MARSHALL COLLEGE OF LAW",1897,1957,PUBLIC,2014-2015,"$24,887","$24,887","$34,174","$34,174",N/A
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,1996-1997,"$6,412","$9,678","$14,932","$22,537",N/A
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,1997-1998,"$7,020","$10,353","$16,050","$23,671",N/A
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,1998-1999,"$7,692","$11,171","$17,086","$24,814",N/A
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,1999-2000,"$8,424","$11,972","$18,288","$25,991",N/A
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2000-2001,"$9,984","$13,726","$20,342","$27,966",N/A
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2001-2002,"$10,826","$14,474","$21,702","$29,015",27.2%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2002-2003,"$11,880","$15,635","$23,300","$30,665",29.7%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2003-2004,"$13,068","$16,817","$25,174","$32,396",23.0%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2004-2005,"$14,405","$18,054","$27,237","$34,137",17.7%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2005-2006,"$15,909","$19,285","$29,511","$35,774",22.0%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2006-2007,"$17,551","$20,611","$31,969","$37,542",17.9%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2007-2008,"$19,246","$21,974","$33,946","$38,758",15.5%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2008-2009,"$20,919","$23,001","$35,869","$39,440",15.8%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2009-2010,"$22,433","$24,754","$37,383","$41,251",21.2%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2010-2011,"$24,468","$26,564","$39,418","$42,795",21.1%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2011-2012,"$26,118","$27,488","$41,068","$43,222",23.1%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2012-2013,"$27,497","$28,352","$42,449","$43,769",12.4%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2013-2014,"$28,033","$28,488","$42,985","$43,682",11.0%
"THE OHIO STATE UNIVERSTITY, MORITZ COLLEGE OF LAW",1891,1923,PUBLIC,2014-2015,"$28,577","$28,577","$43,508","$43,508",N/A
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,1996-1997,"$6,785","$10,241","$11,633","$17,558",N/A
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,1997-1998,"$7,104","$10,477","$12,194","$17,984",N/A
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,1998-1999,"$7,718","$11,209","$13,166","$19,121",N/A
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,1999-2000,"$7,322","$10,406","$12,376","$17,589",N/A
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2000-2001,"$7,884","$10,839","$12,938","$17,787",N/A
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2001-2002,"$9,386","$12,549","$14,801","$19,789",43.5%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2002-2003,"$9,935","$13,076","$15,621","$20,559",47.9%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2003-2004,"$10,961","$14,106","$17,210","$22,148",57.8%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2004-2005,"$12,896","$16,163","$20,332","$25,483",42.3%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2005-2006,"$13,878","$16,823","$21,871","$26,512",50.8%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2006-2007,"$16,388","$19,245","$25,980","$30,509",44.8%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2007-2008,"$16,497","$18,836","$26,089","$29,788",52.3%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2008-2009,"$17,553","$19,300","$27,625","$30,375",52.4%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2009-2010,"$19,570","$21,595","$30,850","$34,042",39.1%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2010-2011,"$21,451","$23,289","$33,408","$36,270",36.6%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2011-2012,"$21,873","$23,020","$34,428","$36,234",27.0%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2012-2013,"$23,085","$23,803","$36,268","$37,396",38.8%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2013-2014,"$23,583","$23,966","$23,683","$24,067",40.1%
THE UNIVERSITY OF AKRON SCHOOL OF LAW,1921,1961,PUBLIC,2014-2015,"$24,340","$24,340","$24,440","$24,440",N/A
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,1996-1997,"$6,542","$9,874","$12,442","$18,779",N/A
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,1997-1998,"$6,969","$10,278","$13,406","$19,772",N/A
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,1998-1999,"$7,351","$10,676","$14,174","$20,585",N/A
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,1999-2000,"$7,822","$11,117","$15,152","$21,534",N/A
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2000-2001,"$8,314","$11,430","$16,085","$22,113",N/A
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2001-2002,"$9,054","$12,105","$17,524","$23,429",40.2%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2002-2003,"$10,350","$13,622","$20,081","$26,429",28.7%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2003-2004,"$11,890","$15,301","$21,836","$28,101",52.4%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2004-2005,"$12,852","$16,108","$23,096","$28,947",51.2%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2005-2006,"$13,781","$16,706","$24,024","$29,122",34.2%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2006-2007,"$14,839","$17,426","$25,082","$29,455",39.8%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2007-2008,"$15,666","$17,887","$25,910","$29,583",50.3%
THE UNIVERSITY OF TOLEDO COLLEGE OF LAW,1906,1939,PUBLIC,2008-2009,"$17,986","$19,776","$27,730","$30,490",36.5%
